task_id,project_id,sprint_id,task_title,task_type,priority_moscow,assignee_role,experience_years,team_size,sprint_length_days,story_points,estimated_hours,actual_hours,dependencies_count,blockers_count,requirement_changes,communication_volume,sentiment_score,ai_suggestion_used,ai_acceptance_rate,override_requested,status,task_success,success_probability
7415,121,29,Create test suite,Documentation,Should,Developer,0.9,7,21,3,12.2,14.0,1,1,3,14,-0.1,0,0.45,0,Done,1,0.646
7416,336,10,Fix documentation,Refactor,Could,DevOps,4.8,10,14,8,26.0,31.9,2,0,1,21,-0.41,1,0.91,0,Done,1,0.745
7417,408,17,Implement error handling,Bug,Could,Developer,6.9,10,14,5,14.0,11.2,1,1,2,28,1.0,0,0.39,1,Done,1,0.729
7418,220,36,Fix test suite,Refactor,Should,Developer,5.7,6,14,3,9.6,7.2,1,0,0,22,-0.02,0,0.23,0,Done,1,0.84
7419,441,29,Fix permission check,Refactor,Should,Developer,3.7,6,10,1,5.4,9.3,1,3,1,21,0.37,1,0.53,0,Blocked,0,0.415
7420,368,32,Create login flow,Chore,Must,Designer,1.0,8,14,2,9.1,7.3,3,0,0,8,0.51,1,0.56,0,To Do,0,0.797
7421,359,18,Add database query,Bug,Could,Developer,2.5,4,14,3,10.7,12.7,3,1,0,26,0.79,0,0.25,0,Blocked,0,0.663
7422,434,20,Implement deployment script,Chore,Could,Developer,1.2,9,14,2,6.9,4.3,1,0,0,27,-0.64,1,0.84,1,To Do,0,0.814
7423,92,20,Refactor test suite,Feature,Must,Designer,4.3,10,7,8,25.6,20.2,0,0,0,16,0.15,0,0.28,1,In Progress,0,0.814
7424,380,19,Investigate permission check,Documentation,Must,Designer,2.9,6,7,5,16.7,11.4,1,0,1,31,-0.35,0,0.05,1,Done,1,0.767
7425,479,6,Fix database query,Feature,Could,QA,5.2,12,14,2,12.0,12.2,1,1,0,5,0.52,1,0.54,0,Done,1,0.763
7426,497,2,Remove database query,Feature,Must,QA,1.5,10,21,3,12.5,13.0,1,1,0,11,0.38,1,0.43,0,Done,1,0.742
7427,290,34,Fix login flow,Feature,Could,QA,2.5,9,7,3,10.6,15.4,1,2,0,17,0.16,1,0.53,0,Blocked,0,0.57
7428,378,22,Update permission check,Spike,Could,Developer,6.0,10,10,3,6.9,6.6,0,1,0,9,-0.69,1,0.81,0,Done,1,0.78
7429,445,22,Add API endpoint,Chore,Must,Developer,5.6,10,14,1,4.9,3.9,1,1,0,23,-0.83,1,0.88,0,In Progress,0,0.786
7430,427,24,Optimize caching layer,Bug,Should,Developer,3.6,8,14,3,8.4,10.3,2,1,1,25,-0.77,0,0.19,0,In Progress,0,0.629
7431,449,17,Create test suite,Spike,Could,Developer,6.8,6,10,2,5.5,4.6,1,1,1,36,0.35,1,0.9,0,Done,1,0.774
7432,417,36,Update UI component,Feature,Should,QA,3.6,5,14,8,21.8,32.6,1,1,1,16,-0.75,0,0.42,0,To Do,0,0.61
7433,191,19,Improve API endpoint,Feature,Must,Developer,4.5,12,14,3,9.4,8.3,1,0,0,10,0.22,0,0.17,1,Done,1,0.786
7434,366,21,Investigate UI component,Feature,Could,Developer,2.5,8,14,5,15.4,21.7,0,2,1,34,0.69,1,0.72,0,Blocked,0,0.601
7435,206,22,Implement permission check,Bug,Must,QA,5.9,6,10,1,6.9,7.7,2,1,0,22,1.0,1,0.87,0,Done,1,0.743
7436,401,7,Remove API endpoint,Bug,Should,Developer,2.2,8,14,8,23.3,17.0,0,0,1,21,0.37,1,0.77,0,Done,1,0.852
7437,406,7,Fix caching layer,Feature,Won't,DevOps,3.0,3,10,3,10.0,15.3,1,1,0,17,-1.0,1,0.36,1,Done,1,0.556
7438,468,8,Create database query,Feature,Could,Designer,1.9,8,14,3,11.4,16.5,0,1,1,15,0.73,0,0.21,0,Done,1,0.663
7439,295,11,Investigate login flow,Bug,Should,Developer,1.4,5,21,5,16.4,23.2,1,1,0,16,-0.1,1,0.65,0,Done,1,0.67
7440,238,7,Update documentation,Feature,Must,Developer,0.2,5,10,3,9.2,12.5,0,1,0,23,0.18,1,0.81,0,Done,1,0.7
7441,83,9,Improve login flow,Bug,Must,Developer,2.0,12,7,2,9.6,8.8,1,2,0,19,0.78,0,0.15,0,Done,1,0.678
7442,320,38,Update login flow,Bug,Must,Developer,0.0,10,14,1,1.0,1.6,5,1,0,25,0.6,0,0.29,0,Done,1,0.499
7443,284,15,Fix UI component,Feature,Should,Developer,0.9,8,7,3,13.1,15.5,0,0,0,23,0.61,1,0.55,0,Done,1,0.795
7444,258,32,Add permission check,Feature,Could,QA,2.4,4,10,2,1.0,1.0,1,0,0,5,0.06,0,0.16,0,Done,1,0.79
7445,339,16,Update test suite,Refactor,Should,Developer,1.1,5,14,5,18.0,23.5,1,2,0,27,0.09,1,0.82,0,To Do,0,0.611
7446,426,33,Create database query,Chore,Should,Developer,3.4,8,14,1,5.0,6.3,1,2,0,17,-0.54,1,0.62,0,To Do,0,0.613
7447,75,31,Fix test suite,Bug,Must,Developer,0.0,9,14,1,3.7,4.5,1,1,1,23,0.32,0,0.2,1,Done,1,0.612
7448,216,34,Refactor database query,Bug,Should,QA,0.0,9,14,3,12.5,21.4,0,1,1,9,0.28,0,0.13,1,Done,1,0.528
7449,362,12,Remove UI component,Documentation,Won't,Developer,4.1,3,14,5,15.1,10.9,0,1,0,0,0.27,1,0.67,0,In Progress,0,0.821
7450,410,4,Investigate caching layer,Chore,Could,QA,3.7,11,14,3,10.1,5.8,0,0,0,9,0.34,0,0.22,0,Done,1,0.872
7451,390,13,Refactor error handling,Feature,Should,Developer,3.8,8,14,8,22.2,25.4,1,2,0,17,-0.09,1,0.85,0,Done,1,0.66
7452,400,29,Fix caching layer,Chore,Could,QA,4.0,3,14,2,6.2,4.2,0,0,1,3,0.56,0,0.64,0,Done,1,0.862
7453,428,27,Refactor UI component,Bug,Should,Developer,2.2,6,14,3,12.6,19.8,2,1,1,3,0.67,1,0.63,1,In Progress,0,0.546
7454,481,29,Refactor caching layer,Bug,Should,Designer,6.3,4,14,3,10.6,10.4,1,0,0,16,0.16,1,0.44,0,Done,1,0.821
7455,305,40,Create caching layer,Refactor,Could,Developer,3.9,10,21,2,8.2,10.2,2,2,0,22,0.11,1,0.68,0,In Progress,0,0.618
7456,125,9,Refactor UI component,Bug,Must,QA,0.6,8,14,5,15.2,14.7,2,0,0,5,0.11,1,0.56,1,Done,1,0.744
7457,282,18,Optimize database query,Spike,Won't,Developer,1.9,12,14,13,39.0,58.5,0,1,1,13,-0.23,0,0.22,0,Done,1,0.631
7458,355,20,Create login flow,Feature,Should,DevOps,5.3,7,14,8,22.2,25.1,1,1,0,19,0.69,0,0.42,0,Done,1,0.743
7459,51,6,Add UI component,Bug,Must,QA,0.1,11,10,3,9.5,14.0,0,2,0,0,0.51,0,0.22,0,In Progress,0,0.579
7460,379,27,Investigate login flow,Feature,Must,Developer,1.4,9,14,2,2.8,4.5,2,2,0,18,0.36,0,0.38,0,Done,1,0.506
7461,273,2,Refactor caching layer,Refactor,Should,Developer,1.9,4,14,8,22.5,28.8,1,0,0,32,0.2,0,0.0,0,Done,1,0.736
7462,469,36,Update database query,Feature,Should,Developer,1.1,4,14,5,12.9,17.7,0,2,1,45,-0.42,0,0.57,1,Done,1,0.497
7463,106,4,Create documentation,Bug,Should,Designer,1.5,5,14,5,17.8,23.5,1,2,1,20,-1.0,0,0.3,1,Blocked,0,0.484
7464,454,5,Optimize documentation,Spike,Should,QA,3.8,3,14,8,26.3,34.9,1,1,0,7,0.97,0,0.02,0,Done,1,0.691
7465,225,7,Remove UI component,Feature,Should,Developer,2.0,12,10,2,8.7,7.8,0,1,0,27,0.92,1,1.0,0,Done,1,0.803
7466,287,36,Improve test suite,Feature,Should,Developer,3.8,4,10,5,15.6,14.7,1,0,1,19,0.07,0,0.65,1,Done,1,0.765
7467,331,35,Optimize login flow,Bug,Must,Developer,3.9,8,10,5,17.6,9.5,1,0,0,31,0.06,1,0.76,0,Done,1,0.864
7468,290,37,Update error handling,Bug,Must,Developer,2.3,4,21,8,25.8,33.2,0,1,3,18,1.0,0,0.4,0,Done,1,0.675
7469,452,34,Implement error handling,Feature,Must,QA,4.5,6,14,2,3.7,4.8,0,1,1,25,0.39,0,0.0,1,In Progress,0,0.643
7470,84,37,Update deployment script,Feature,Should,Designer,2.3,5,14,3,3.8,3.0,1,0,0,9,0.6,1,0.52,0,Done,1,0.839
7471,365,19,Refactor database query,Feature,Must,QA,3.4,10,10,1,1.7,1.3,0,1,0,35,-1.0,0,0.17,0,Done,1,0.763
7472,488,1,Optimize documentation,Feature,Could,Developer,6.4,12,21,1,4.4,3.5,1,0,0,13,0.88,1,0.87,0,Done,1,0.867
7473,111,18,Optimize documentation,Chore,Must,Developer,0.0,10,10,2,10.5,9.6,0,1,0,10,0.01,1,0.4,0,Done,1,0.76
7474,128,9,Improve login flow,Feature,Should,DevOps,3.1,3,10,13,40.9,24.0,0,0,0,19,0.72,0,0.81,1,Done,1,0.858
7475,238,10,Optimize test suite,Bug,Must,DevOps,2.6,7,14,3,6.7,6.6,2,0,1,21,-0.56,1,0.86,0,Done,1,0.77
7476,363,28,Remove UI component,Feature,Must,Developer,6.0,5,14,2,6.7,8.3,1,1,2,27,0.4,1,1.0,0,Done,1,0.7
7477,480,7,Update test suite,Documentation,Must,Developer,3.1,8,14,3,10.9,7.7,1,0,0,15,-0.45,1,0.87,0,Done,1,0.846
7478,398,13,Add error handling,Chore,Should,Developer,3.9,6,14,8,26.2,40.9,2,2,1,14,-0.07,0,0.28,0,In Progress,0,0.492
7479,398,16,Create test suite,Bug,Must,Designer,0.7,4,14,1,2.8,3.3,0,2,1,28,0.54,0,0.19,0,In Progress,0,0.622
7480,221,3,Optimize error handling,Refactor,Must,Developer,0.0,7,10,5,12.7,18.9,0,1,0,19,-0.08,1,0.84,0,Done,1,0.669
7481,323,29,Improve login flow,Feature,Must,Developer,4.8,9,14,3,11.7,12.7,1,1,0,18,0.31,1,1.0,1,Done,1,0.718
7482,106,31,Create permission check,Feature,Should,Developer,5.4,5,10,5,11.9,6.5,0,0,1,7,0.13,1,0.89,0,Done,1,0.877
7483,232,23,Improve login flow,Bug,Should,QA,4.0,10,14,3,10.5,14.7,1,1,0,2,-0.86,0,0.59,0,In Progress,0,0.66
7484,95,2,Update database query,Bug,Could,Developer,5.0,5,14,2,4.0,3.3,2,1,0,31,-1.0,0,0.21,1,Done,1,0.679
7485,14,32,Improve test suite,Feature,Must,PM,0.2,8,14,5,8.6,14.3,0,2,1,18,1.0,0,0.17,0,Done,1,0.528
7486,429,18,Refactor database query,Bug,Must,DevOps,3.1,9,21,13,38.9,40.2,2,0,1,19,-1.0,1,0.48,0,Done,1,0.751
7487,403,11,Create login flow,Refactor,Should,QA,1.5,9,7,3,8.7,7.0,2,0,1,16,0.62,1,0.75,0,To Do,0,0.803
7488,256,38,Refactor permission check,Spike,Should,Developer,6.5,3,10,5,13.1,25.2,3,2,0,26,-0.25,1,0.6,0,Done,1,0.426
7489,8,35,Remove test suite,Spike,Must,Developer,3.0,12,14,5,18.1,30.6,2,0,1,23,0.18,1,0.62,0,Done,1,0.649
7490,46,18,Create UI component,Bug,Must,Developer,6.6,9,7,2,1.8,1.3,1,0,0,9,0.02,0,0.12,0,Done,1,0.84
7491,56,18,Refactor UI component,Refactor,Must,DevOps,7.0,11,14,13,40.3,43.1,1,1,0,8,0.09,1,0.57,0,Done,1,0.755
7492,359,37,Refactor deployment script,Bug,Could,Designer,0.0,11,21,2,7.7,10.2,1,1,0,15,-0.11,1,0.72,0,Done,1,0.683
7493,102,8,Remove UI component,Feature,Could,Developer,2.9,7,10,1,3.6,4.2,1,0,0,9,0.51,0,0.13,0,Done,1,0.774
7494,126,17,Improve test suite,Refactor,Won't,Developer,4.0,5,10,13,38.6,48.0,1,0,2,26,0.12,0,0.0,0,In Progress,0,0.715
7495,431,23,Create database query,Feature,Must,QA,3.7,10,14,5,12.5,21.1,2,1,2,29,-0.42,1,0.81,0,Done,1,0.534
7496,439,14,Refactor permission check,Spike,Should,Developer,0.0,9,14,5,14.6,15.3,0,0,0,22,-0.14,0,0.38,0,Blocked,0,0.8
7497,382,13,Remove login flow,Feature,Should,Developer,2.6,10,14,5,16.8,16.7,1,1,0,23,0.82,1,0.83,0,Done,1,0.769
7498,155,5,Improve API endpoint,Feature,Could,Developer,5.0,6,14,13,36.2,57.7,2,0,3,21,0.15,0,0.39,0,Done,1,0.624
7499,290,11,Create UI component,Feature,Must,Developer,1.0,12,10,5,9.6,13.8,0,1,0,20,-1.0,0,0.2,0,Blocked,0,0.639
7500,101,15,Fix error handling,Chore,Must,Developer,3.5,5,14,5,13.7,15.7,3,2,0,24,0.54,0,0.16,0,To Do,0,0.587
7501,429,34,Investigate UI component,Feature,Must,Developer,4.0,5,14,3,7.7,8.0,1,2,0,33,0.28,0,0.39,0,Done,1,0.661
7502,43,14,Improve UI component,Refactor,Should,Developer,3.0,6,7,1,1.0,2.1,2,3,3,10,-0.28,1,0.74,0,Blocked,1,0.257
7503,373,7,Fix UI component,Feature,Won't,Developer,1.9,8,21,1,1.3,2.6,2,3,1,23,0.27,1,0.8,1,Blocked,1,0.293
7504,256,34,Investigate UI component,Refactor,Must,PM,1.7,12,14,8,28.3,25.8,1,0,0,18,0.76,1,0.8,0,Done,1,0.831
7505,379,15,Implement database query,Bug,Should,Developer,1.6,6,7,2,8.6,7.9,1,0,1,19,0.46,1,0.67,0,To Do,0,0.802
7506,226,37,Optimize API endpoint,Documentation,Must,DevOps,0.5,11,7,2,7.5,7.7,2,2,1,14,-0.07,1,0.98,0,Done,1,0.612
7507,80,5,Improve deployment script,Feature,Must,Developer,3.9,10,14,1,3.7,5.8,4,1,0,15,-0.09,1,0.8,0,Done,1,0.566
7508,376,1,Investigate API endpoint,Feature,Should,Developer,0.0,3,10,3,3.1,6.5,2,2,1,10,1.0,1,0.26,0,Blocked,0,0.371
7509,316,37,Update database query,Feature,Must,Developer,6.6,4,7,13,42.0,51.7,2,1,1,21,-0.01,1,0.68,0,Blocked,0,0.674
7510,233,4,Improve UI component,Bug,Could,Developer,3.7,3,10,1,1.0,1.3,1,2,1,7,0.28,1,0.56,0,In Progress,0,0.595
7511,187,1,Add UI component,Chore,Must,Developer,5.2,11,21,5,13.1,9.2,1,1,0,21,0.47,1,0.81,0,Done,1,0.822
7512,172,26,Implement documentation,Feature,Must,Developer,4.0,5,10,2,5.0,5.5,2,1,0,17,-0.14,0,0.3,0,Done,1,0.693
7513,241,13,Fix caching layer,Documentation,Should,Developer,3.6,9,14,2,6.3,4.1,0,0,0,25,-0.51,1,0.58,0,Done,1,0.862
7514,131,20,Remove error handling,Feature,Should,Developer,1.8,3,10,5,12.3,19.7,0,2,0,15,0.52,1,0.82,0,Blocked,0,0.588
7515,142,17,Investigate error handling,Chore,Could,Developer,0.0,7,10,8,21.6,31.5,2,0,3,5,-0.15,1,0.67,1,To Do,0,0.571
7516,140,12,Optimize test suite,Refactor,Should,Developer,5.3,10,14,5,17.4,14.6,2,0,0,24,-0.29,0,0.0,1,Done,1,0.762
7517,7,20,Improve error handling,Spike,Must,Designer,0.0,8,14,8,28.9,32.3,0,0,1,6,-0.21,1,0.66,0,Done,1,0.78
7518,464,11,Add caching layer,Bug,Could,DevOps,6.2,5,14,13,38.4,60.1,1,2,0,16,-1.0,0,0.17,0,In Progress,0,0.532
7519,119,9,Improve documentation,Refactor,Should,Developer,1.5,5,14,8,25.9,30.6,2,0,0,24,-0.12,1,0.45,1,Done,1,0.702
7520,83,9,Improve caching layer,Feature,Must,QA,9.2,9,14,2,5.5,4.7,0,1,2,38,0.62,1,0.77,1,Done,1,0.748
7521,76,5,Implement error handling,Bug,Could,Developer,4.5,12,14,1,5.3,5.0,2,1,0,18,-0.14,0,0.03,0,In Progress,0,0.719
7522,495,22,Add database query,Chore,Could,Developer,2.3,3,14,5,16.3,18.5,1,0,2,16,-0.37,0,0.41,0,Done,1,0.736
7523,239,22,Optimize database query,Feature,Won't,Developer,3.2,5,14,5,16.4,18.7,1,0,1,18,0.64,0,0.35,0,Done,1,0.774
7524,164,1,Optimize documentation,Chore,Should,QA,3.9,4,14,1,1.0,0.8,1,1,1,0,-1.0,1,0.76,0,Done,1,0.753
7525,202,19,Implement UI component,Feature,Could,Developer,0.3,12,7,5,13.8,22.7,2,1,0,15,0.01,1,0.54,0,Done,1,0.568
7526,45,30,Investigate permission check,Feature,Should,Developer,6.1,7,14,2,6.1,2.8,1,0,0,24,0.09,1,0.58,0,Done,1,0.881
7527,157,1,Create caching layer,Refactor,Should,DevOps,3.4,12,10,5,14.2,17.0,2,1,0,3,-0.09,1,0.69,0,Blocked,0,0.687
7528,125,13,Update error handling,Feature,Must,PM,1.9,3,7,2,7.5,13.7,3,1,1,31,0.35,0,0.09,0,Done,1,0.461
7529,402,39,Update deployment script,Refactor,Should,Developer,2.7,11,14,8,19.7,20.0,2,1,0,16,-0.33,1,0.83,0,Done,1,0.722
7530,30,18,Optimize deployment script,Spike,Must,Developer,3.3,10,21,2,10.0,16.7,2,1,1,10,-0.25,1,0.84,0,In Progress,0,0.581
7531,213,1,Create API endpoint,Feature,Must,Developer,6.9,4,14,3,12.8,13.3,1,2,0,32,-0.19,0,0.39,1,Done,1,0.618
7532,396,22,Investigate UI component,Feature,Could,Developer,5.4,4,10,1,4.3,5.2,3,1,1,14,0.29,1,0.45,0,Done,1,0.645
7533,417,17,Implement database query,Feature,Must,Developer,9.5,3,10,5,14.3,11.6,1,2,0,25,-0.25,0,0.23,0,Done,1,0.722
7534,257,9,Create API endpoint,Bug,Could,DevOps,2.5,11,14,8,23.2,24.0,0,1,0,13,0.72,0,0.34,0,Done,1,0.766
7535,112,3,Improve API endpoint,Refactor,Must,QA,1.3,4,14,8,22.9,27.3,0,2,0,16,-0.22,1,0.83,0,In Progress,0,0.659
7536,169,36,Create error handling,Spike,Should,DevOps,5.9,7,14,2,7.0,14.5,0,2,2,40,0.23,1,0.5,0,Done,1,0.42
7537,112,33,Add caching layer,Feature,Could,QA,5.0,5,10,5,13.7,17.7,0,0,4,24,1.0,1,0.68,0,Done,1,0.738
7538,332,28,Implement documentation,Feature,Could,PM,2.8,3,14,5,13.9,11.3,0,1,0,7,0.78,0,0.26,0,Blocked,0,0.8
7539,147,1,Remove UI component,Feature,Must,QA,0.6,6,21,3,4.9,4.7,0,0,0,18,0.06,0,0.66,0,Done,1,0.83
7540,316,35,Fix login flow,Feature,Could,Developer,0.0,5,14,3,9.2,17.2,0,4,0,20,-0.07,0,0.03,0,Blocked,0,0.308
7541,328,19,Create error handling,Bug,Could,QA,2.8,3,7,2,5.2,4.5,1,0,1,20,0.4,0,0.03,0,Blocked,0,0.795
7542,470,20,Refactor UI component,Spike,Must,Developer,1.8,9,14,5,19.3,34.7,1,2,0,14,-0.27,0,0.44,0,Done,1,0.483
7543,186,36,Refactor UI component,Feature,Must,Developer,4.1,8,10,1,3.1,2.5,0,1,0,0,-0.57,1,0.88,0,Done,1,0.799
7544,481,18,Fix error handling,Chore,Must,Designer,3.0,5,14,8,18.0,17.9,2,0,1,25,-0.06,0,0.21,0,Done,1,0.759
7545,201,10,Refactor API endpoint,Bug,Must,PM,0.2,5,10,13,40.0,76.8,1,0,4,32,0.03,1,0.84,0,Done,1,0.53
7546,341,10,Remove UI component,Spike,Must,Developer,2.6,4,14,8,24.6,47.8,1,1,2,31,1.0,0,0.0,0,To Do,0,0.496
7547,331,38,Add permission check,Spike,Should,Developer,2.1,11,14,8,22.3,41.0,0,1,1,20,-0.79,0,0.29,0,Done,1,0.548
7548,409,22,Create permission check,Chore,Must,PM,1.6,10,14,13,44.1,49.7,0,1,1,16,0.22,0,0.1,0,Done,1,0.709
7549,235,24,Improve deployment script,Bug,Should,Developer,4.1,11,14,2,6.7,8.1,1,2,1,24,0.36,0,0.0,0,Done,1,0.599
7550,397,24,Improve API endpoint,Feature,Should,Designer,2.5,7,21,3,6.9,6.4,0,0,0,17,0.81,1,0.71,0,Done,1,0.851
7551,178,9,Update UI component,Feature,Should,PM,2.0,6,10,3,12.4,19.3,3,1,1,0,-0.18,0,0.4,0,Blocked,0,0.536
7552,246,17,Implement documentation,Feature,Could,Designer,3.1,10,10,3,9.4,9.4,1,0,0,10,-0.39,1,0.74,0,Done,1,0.803
7553,250,39,Fix deployment script,Refactor,Should,DevOps,3.6,12,14,8,23.7,22.5,1,1,0,13,0.88,0,0.27,0,Done,1,0.764
7554,353,6,Improve documentation,Documentation,Must,Developer,5.0,7,10,3,7.4,4.5,0,0,2,13,-0.54,1,0.85,0,Done,1,0.849
7555,310,39,Remove login flow,Refactor,Must,Designer,4.0,7,10,3,8.3,7.7,1,0,0,1,0.38,1,0.92,0,Done,1,0.832
7556,40,11,Add API endpoint,Bug,Should,Developer,6.7,10,10,8,20.3,23.6,1,1,1,39,0.22,0,0.37,0,Blocked,0,0.692
7557,405,12,Remove error handling,Feature,Could,Developer,4.7,6,14,3,8.2,10.0,0,1,3,14,0.55,1,0.66,0,To Do,0,0.694
7558,380,1,Remove deployment script,Refactor,Should,QA,5.0,5,10,1,1.0,0.7,0,1,0,23,0.24,1,0.99,0,Done,1,0.832
7559,53,27,Investigate database query,Feature,Could,Developer,4.2,11,10,8,26.8,35.5,0,2,0,7,-0.32,1,0.71,0,In Progress,0,0.637
7560,481,13,Refactor UI component,Feature,Could,QA,4.5,4,14,3,9.1,11.4,2,0,0,20,-0.62,1,0.74,0,Done,1,0.748
7561,331,19,Implement deployment script,Feature,Should,Developer,5.0,4,14,5,18.8,15.6,0,0,1,29,-0.42,0,0.4,1,Done,1,0.792
7562,43,24,Add database query,Chore,Must,Developer,4.5,5,14,5,18.5,10.9,0,0,1,17,0.23,1,1.0,1,Done,1,0.85
7563,246,26,Add login flow,Bug,Could,Developer,0.2,11,14,2,3.7,3.0,0,0,1,21,0.32,1,0.72,0,Done,1,0.833
7564,419,39,Implement login flow,Documentation,Should,Designer,0.4,6,10,8,24.3,19.4,0,0,1,12,0.71,1,0.9,0,Done,1,0.842
7565,140,23,Create permission check,Bug,Must,QA,3.9,8,10,5,15.1,26.1,2,3,2,6,0.55,0,0.14,0,Blocked,0,0.351
7566,467,8,Fix deployment script,Refactor,Could,Developer,6.6,8,7,2,6.4,9.9,2,3,1,18,0.43,1,1.0,0,Blocked,0,0.461
7567,210,29,Optimize API endpoint,Chore,Must,Developer,4.6,8,14,1,5.8,6.3,2,1,0,16,-0.02,1,0.52,0,Done,1,0.713
7568,114,3,Refactor documentation,Spike,Must,Developer,5.2,3,14,2,5.8,4.3,0,0,0,26,0.24,1,0.58,0,Done,1,0.865
7569,179,34,Optimize documentation,Feature,Must,DevOps,1.2,9,14,5,15.3,16.6,0,0,0,20,0.67,0,0.35,0,Done,1,0.811
7570,263,12,Update database query,Feature,Must,Developer,3.2,8,14,1,3.1,4.6,1,2,0,22,0.23,0,0.0,0,Done,1,0.555
7571,345,29,Add test suite,Feature,Must,Developer,2.9,11,14,3,9.1,11.7,2,0,1,6,-0.41,1,0.65,0,In Progress,0,0.716
7572,464,7,Fix error handling,Bug,Should,DevOps,2.5,5,10,2,3.6,3.2,2,0,0,16,0.37,1,0.52,1,Done,1,0.766
7573,98,17,Add login flow,Feature,Must,Developer,4.4,9,14,1,1.6,1.8,0,1,0,29,1.0,1,1.0,0,To Do,0,0.782
7574,481,28,Improve API endpoint,Refactor,Could,PM,3.5,10,14,3,3.3,3.5,1,0,1,28,0.8,0,0.04,0,Done,1,0.778
7575,264,25,Implement database query,Feature,Should,Developer,4.6,3,14,2,7.0,7.4,1,1,0,28,0.48,1,0.82,0,Done,1,0.758
7576,64,1,Investigate database query,Documentation,Should,Developer,6.6,12,10,3,9.4,6.8,1,1,0,27,0.75,0,0.05,0,Done,1,0.797
7577,464,2,Optimize UI component,Chore,Should,Developer,3.1,6,7,3,9.6,8.1,1,1,0,24,-0.2,1,0.41,1,Done,1,0.715
7578,175,40,Refactor login flow,Refactor,Must,Developer,2.1,11,14,3,12.7,16.1,2,1,0,20,-1.0,1,0.73,0,Done,1,0.652
7579,311,22,Update error handling,Refactor,Must,PM,2.9,4,14,3,10.6,15.5,1,0,1,33,0.38,0,0.45,0,Done,1,0.707
7580,350,35,Remove test suite,Feature,Should,Developer,1.5,8,14,3,12.0,11.5,0,0,0,17,-0.19,0,0.22,0,Done,1,0.813
7581,7,3,Implement database query,Feature,Must,DevOps,6.9,10,21,1,5.7,9.4,3,2,1,4,0.77,1,0.52,0,Done,1,0.502
7582,111,20,Update error handling,Bug,Must,Designer,6.7,11,14,5,19.3,13.5,2,0,0,13,0.25,0,0.31,0,Done,1,0.839
7583,344,24,Fix documentation,Spike,Should,QA,0.5,11,14,2,9.2,11.8,1,0,1,11,-0.17,1,0.83,1,In Progress,0,0.695
7584,163,37,Investigate API endpoint,Feature,Must,Developer,2.9,10,14,3,6.9,8.5,1,0,0,10,0.56,0,0.18,0,Done,1,0.769
7585,5,29,Remove permission check,Bug,Could,Developer,2.5,8,14,5,16.6,21.3,1,1,1,8,0.07,0,0.34,0,Done,1,0.663
7586,12,26,Investigate test suite,Chore,Must,QA,1.0,4,14,5,16.8,14.6,2,0,0,28,-0.02,1,0.93,0,Done,1,0.806
7587,414,12,Remove documentation,Feature,Must,PM,6.1,3,10,13,40.1,43.2,0,2,0,12,-0.14,0,0.49,0,Done,1,0.692
7588,77,40,Add deployment script,Spike,Should,Developer,3.2,3,14,5,20.1,18.0,1,0,0,27,0.7,0,0.39,0,Done,1,0.826
7589,51,14,Create error handling,Spike,Must,Designer,1.4,6,10,2,6.7,10.9,2,0,0,26,0.27,1,0.43,0,Done,1,0.664
7590,282,12,Optimize database query,Feature,Could,Developer,4.2,7,14,1,4.5,5.0,0,0,0,20,-0.14,0,0.17,1,Done,1,0.764
7591,60,29,Update deployment script,Refactor,Must,Developer,5.1,5,14,1,2.9,3.1,0,1,1,4,0.4,1,0.28,0,Done,1,0.746
7592,327,40,Create documentation,Feature,Should,Developer,5.9,11,14,1,2.6,3.2,0,1,1,2,0.91,1,1.0,1,Blocked,0,0.714
7593,273,35,Add permission check,Bug,Could,Developer,1.5,5,10,5,14.2,18.9,0,1,0,5,-0.5,1,0.59,0,Done,1,0.69
7594,325,8,Refactor caching layer,Spike,Must,Developer,3.1,7,10,3,6.8,13.9,1,0,2,23,-0.45,0,0.0,1,Done,1,0.476
7595,246,33,Optimize test suite,Feature,Won't,Designer,2.9,10,14,3,10.1,15.8,1,3,1,16,-0.47,1,0.94,0,Blocked,1,0.448
7596,390,15,Improve documentation,Spike,Could,PM,2.1,10,10,5,19.3,15.5,1,0,0,17,0.02,1,0.77,1,Done,1,0.799
7597,323,9,Implement caching layer,Documentation,Must,PM,5.4,10,10,2,5.6,3.9,1,0,2,24,-0.08,1,0.88,0,In Progress,0,0.831
7598,208,38,Implement documentation,Refactor,Should,Developer,1.3,10,14,2,6.8,10.2,1,0,1,16,0.44,0,0.25,0,Done,1,0.695
7599,8,38,Investigate API endpoint,Feature,Must,Developer,0.4,10,14,13,36.9,60.7,0,1,2,18,0.36,1,0.66,0,Done,1,0.6
7600,137,15,Remove deployment script,Feature,Must,Developer,1.8,12,10,1,1.0,1.6,0,1,0,19,-1.0,0,0.27,0,To Do,0,0.612
7601,66,2,Refactor UI component,Bug,Must,QA,3.2,4,14,1,3.0,2.7,0,0,1,31,-0.11,1,0.66,1,Done,1,0.785
7602,8,9,Refactor test suite,Feature,Must,Developer,4.3,7,21,8,22.4,20.5,1,0,1,22,0.57,1,0.96,0,In Progress,0,0.832
7603,137,22,Create test suite,Feature,Could,QA,3.1,4,14,8,21.6,25.0,1,0,0,8,0.19,0,0.47,0,Done,1,0.785
